region,subregion,industry,segment,sales,quantity,discount,city
EMEA,NOR,Energy,Strategic,39.072,6,0.2,Stockholm
EMEA,UKIR,Finance,SMB,35.91,3,0.0,London
AMER,NAMER,Tech,SMB,179.95,5,0.0,Los Angeles
AMER,NAMER,Tech,SMB,1199.976,3,0.2,Los Angeles
AMER,NAMER,Tech,SMB,27.15,5,0.0,Los Angeles
AMER,NAMER,Tech,SMB,1004.024,7,0.2,Los Angeles
AMER,NAMER,Tech,SMB,9.68,1,0.0,Los Angeles
AMER,NAMER,Tech,SMB,28.35,9,0.0,Los Angeles
AMER,NAMER,Tech,SMB,55.98,1,0.0,Los Angeles
AMER,NAMER,Tech,SMB,1336.829,13,0.15,Los Angeles
AMER,NAMER,Tech,SMB,113.568,2,0.2,Los Angeles
AMER,NAMER,Finance,Strategic,139.86,7,0.0,Toronto
AMER,NAMER,Finance,Strategic,307.136,4,0.2,Toronto
AMER,NAMER,Healthcare,SMB,95.92,8,0.0,Henderson
AMER,NAMER,Finance,SMB,383.8,5,0.2,New York City
EMEA,UKIR,Finance,Strategic,5.78,1,0.0,Dublin
AMER,NAMER,Communications,Strategic,9.32,4,0.0,New York City
AMER,NAMER,Communications,Strategic,15.25,1,0.0,New York City
EMEA,EU-EAST,Tech,SMB,196.752,6,0.2,Moscow
APJ,APAC,Communications,Strategic,56.56,4,0.0,Seoul
APJ,APAC,Communications,Strategic,32.7,3,0.0,Seoul
EMEA,EU-EAST,Retail,SMB,866.4,4,0.0,Kyiv
AMER,LATAM,Retail,Strategic,28.4,2,0.0,Salvador
AMER,LATAM,Retail,Strategic,287.92,8,0.0,Salvador
EMEA,UKIR,Manufacturing,Enterprise,69.99,1,0.0,Leicester
APJ,JAPN,Energy,Strategic,6.672,6,0.2,Osaka
EMEA,NOR,Retail,Enterprise,189.588,2,0.7,Malmö
EMEA,NOR,Retail,Enterprise,408.744,7,0.2,Malmö
EMEA,NOR,Retail,Enterprise,291.96,5,0.2,Malmö
EMEA,NOR,Retail,Enterprise,4.768,2,0.2,Malmö
APJ,APAC,Finance,SMB,714.3,5,0.0,Incheon
EMEA,EU-WEST,Retail,SMB,4.812,2,0.7,Berlin
EMEA,EU-WEST,Retail,SMB,247.8,5,0.2,Berlin
APJ,ANZ,Retail,Enterprise,1007.979,3,0.3,Sydney
APJ,ANZ,Retail,Enterprise,313.488,7,0.2,Sydney
APJ,JAPN,Finance,Strategic,31.872,8,0.2,Tokyo
EMEA,UKIR,Finance,Strategic,207.846,3,0.1,London
AMER,LATAM,Manufacturing,SMB,12.22,1,0.0,São Paulo
AMER,LATAM,Manufacturing,SMB,194.94,3,0.0,São Paulo
AMER,LATAM,Manufacturing,SMB,70.95,3,0.0,São Paulo
AMER,LATAM,Manufacturing,SMB,91.36,4,0.0,São Paulo
AMER,LATAM,Manufacturing,SMB,242.94,3,0.0,São Paulo
AMER,LATAM,Manufacturing,SMB,22.05,7,0.0,São Paulo
APJ,IND,Transportation,SMB,2.91,1,0.0,Mumbai
EMEA,UKIR,Consumer Products,SMB,59.52,3,0.0,Cardiff
EMEA,UKIR,Consumer Products,SMB,161.94,3,0.0,Cardiff
EMEA,UKIR,Consumer Products,SMB,263.88,6,0.0,Cardiff
EMEA,UKIR,Consumer Products,SMB,30.48,3,0.0,Cardiff
EMEA,UKIR,Consumer Products,SMB,9.84,3,0.0,Cardiff
EMEA,UKIR,Consumer Products,SMB,35.12,4,0.0,Cardiff
AMER,LATAM,Communications,Strategic,284.364,2,0.4,Guadalajara
AMER,LATAM,Communications,Strategic,665.408,2,0.2,Guadalajara
APJ,APAC,Energy,Strategic,63.88,4,0.0,Singapore
AMER,NAMER,Healthcare,SMB,129.568,2,0.2,Columbus
APJ,ANZ,Retail,SMB,747.558,3,0.3,Melbourne
APJ,ANZ,Retail,SMB,8.928,2,0.2,Melbourne
AMER,NAMER,Finance,SMB,103.92,4,0.0,Toronto
AMER,NAMER,Finance,SMB,899.91,9,0.0,Toronto
AMER,NAMER,Finance,SMB,51.312,3,0.2,Toronto
AMER,LATAM,Finance,Enterprise,23.56,5,0.2,Santiago
AMER,LATAM,Finance,Enterprise,1272.63,6,0.5,Santiago
AMER,LATAM,Finance,Enterprise,28.485,5,0.7,Santiago
AMER,LATAM,Finance,Enterprise,185.376,2,0.2,Santiago
AMER,LATAM,Finance,Enterprise,78.272,2,0.2,Santiago
APJ,ANZ,Energy,Enterprise,254.744,7,0.6,Melbourne
APJ,JAPN,Finance,Strategic,205.3328,2,0.32,Fukuoka
APJ,ANZ,Finance,SMB,4.788,3,0.8,Sydney
EMEA,UKIR,Manufacturing,Strategic,55.48,1,0.0,Birmingham
AMER,NAMER,Healthcare,SMB,340.92,3,0.0,Los Angeles
AMER,NAMER,Healthcare,SMB,222.666,2,0.15,Los Angeles
AMER,NAMER,Healthcare,SMB,703.968,4,0.2,Los Angeles
AMER,NAMER,Healthcare,SMB,92.52,6,0.0,Los Angeles
AMER,NAMER,Healthcare,SMB,62.65,7,0.0,Los Angeles
AMER,NAMER,Healthcare,SMB,94.85,5,0.0,Los Angeles
AMER,NAMER,Tech,Strategic,95.76,6,0.2,New York City
EMEA,UKIR,Consumer Products,SMB,40.2,3,0.0,Brighton
EMEA,UKIR,Transportation,Strategic,14.7,5,0.0,London
EMEA,UKIR,Transportation,Strategic,704.25,5,0.0,London
AMER,NAMER,Finance,SMB,9.09,3,0.0,Seattle
EMEA,UKIR,Finance,SMB,5.96,2,0.0,London
EMEA,UKIR,Finance,SMB,159.98,2,0.0,London
AMER,NAMER,Tech,Enterprise,29.6,2,0.0,New York City
AMER,NAMER,Tech,Enterprise,514.165,5,0.15,New York City
AMER,NAMER,Tech,Enterprise,279.96,5,0.2,New York City
APJ,ANZ,Energy,SMB,2735.952,6,0.2,Sydney
APJ,JAPN,Energy,Enterprise,7.992,1,0.2,Kanagawa
APJ,JAPN,Energy,Enterprise,63.984,2,0.2,Kanagawa
APJ,JAPN,Energy,Enterprise,70.368,2,0.2,Kanagawa
EMEA,UKIR,Tech,SMB,449.15,5,0.0,Liverpool
EMEA,UKIR,Tech,SMB,11.07,3,0.0,Liverpool
AMER,NAMER,Retail,SMB,93.98,2,0.0,Toronto
EMEA,MEA,Finance,SMB,189.882,3,0.4,Cape Town
EMEA,MEA,Consumer Products,SMB,105.42,2,0.0,Abu Dhabi
AMER,NAMER,Healthcare,SMB,119.616,8,0.2,Milwaukee
AMER,NAMER,Healthcare,SMB,255.76,4,0.0,Milwaukee
AMER,NAMER,Healthcare,SMB,241.568,2,0.2,Milwaukee
AMER,NAMER,Healthcare,SMB,69.3,9,0.0,Milwaukee
EMEA,EU-EAST,Energy,Strategic,22.62,2,0.7,Yekaterinburg
EMEA,EU-EAST,Energy,Strategic,14.952,2,0.7,Yekaterinburg
EMEA,EU-EAST,Energy,Strategic,801.568,2,0.2,Yekaterinburg
EMEA,EU-EAST,Energy,Strategic,2.376,3,0.7,Yekaterinburg
EMEA,EU-EAST,Energy,Strategic,32.792,1,0.2,Yekaterinburg
EMEA,UKIR,Communications,Strategic,15.92,5,0.2,London
EMEA,NOR,Energy,SMB,2.74,1,0.0,Helsinki
EMEA,NOR,Energy,SMB,8.34,3,0.0,Helsinki
EMEA,NOR,Energy,SMB,46.74,3,0.0,Helsinki
EMEA,NOR,Energy,SMB,6354.95,5,0.0,Helsinki
EMEA,EU-WEST,Tech,SMB,126.3,3,0.0,Krakow
EMEA,EU-WEST,Tech,SMB,38.04,2,0.0,Krakow
AMER,LATAM,Tech,SMB,7.152,3,0.2,Monterrey
AMER,NAMER,Healthcare,SMB,6.63,3,0.0,New York City
AMER,NAMER,Healthcare,SMB,5.88,2,0.0,New York City
EMEA,EU-WEST,Transportation,Enterprise,2999.95,5,0.0,The Hague
EMEA,EU-WEST,Transportation,Enterprise,51.45,3,0.0,The Hague
EMEA,EU-WEST,Transportation,Enterprise,11.96,2,0.0,The Hague
EMEA,EU-WEST,Transportation,Enterprise,1126.02,3,0.0,The Hague
APJ,JAPN,Consumer Products,SMB,18.392,1,0.2,Tokyo
APJ,JAPN,Consumer Products,SMB,129.568,2,0.2,Tokyo
APJ,JAPN,Consumer Products,SMB,14.112,9,0.8,Tokyo
AMER,LATAM,Consumer Products,Strategic,210.98,2,0.0,São Paulo
AMER,NAMER,Healthcare,SMB,55.176,3,0.2,New York City
AMER,NAMER,Healthcare,SMB,66.26,2,0.0,New York City
APJ,APAC,Tech,SMB,22.2,5,0.0,Seoul
EMEA,EU-WEST,Energy,Enterprise,683.952,3,0.2,Frankfurt
EMEA,EU-WEST,Energy,Enterprise,45.696,3,0.2,Frankfurt
EMEA,EU-WEST,Finance,SMB,36.336,3,0.2,Paris
EMEA,EU-WEST,Finance,SMB,666.248,1,0.2,Paris
EMEA,EU-WEST,Finance,SMB,52.512,6,0.2,Paris
AMER,NAMER,Finance,Strategic,190.72,1,0.2,New York City
AMER,NAMER,Manufacturing,SMB,47.94,3,0.0,New York City
EMEA,EU-WEST,Energy,SMB,979.95,5,0.0,Porto
EMEA,EU-WEST,Energy,SMB,22.75,5,0.0,Porto
AMER,LATAM,Communications,SMB,16.768,2,0.2,Antofagasta
APJ,ANZ,Finance,SMB,42.616,7,0.8,Sydney
EMEA,UKIR,Tech,Enterprise,10.752,4,0.2,London
EMEA,UKIR,Retail,SMB,152.94,3,0.0,Dublin
EMEA,UKIR,Retail,SMB,283.92,4,0.0,Dublin
EMEA,EU,Communications,SMB,468.9,6,0.0,Genoa
AMER,LATAM,Tech,Strategic,380.864,8,0.2,Santiago
AMER,LATAM,Energy,SMB,646.776,9,0.2,Toluca
APJ,JAPN,Transportation,SMB,58.112,2,0.2,Saitama
APJ,JAPN,Transportation,SMB,100.792,1,0.2,Saitama
APJ,JAPN,Transportation,SMB,66.112,4,0.6,Saitama
EMEA,UKIR,Communications,Enterprise,41.28,6,0.2,London
EMEA,UKIR,Communications,Enterprise,13.36,2,0.0,London
APJ,ANZ,Communications,Strategic,250.272,9,0.2,Sydney
APJ,ANZ,Communications,Strategic,11.364,3,0.8,Sydney
APJ,ANZ,Communications,Strategic,8.72,5,0.2,Sydney
AMER,NAMER,Healthcare,SMB,1121.568,2,0.2,Los Angeles
EMEA,EU-WEST,Tech,SMB,34.504,1,0.2,Berlin
APJ,JAPN,Energy,SMB,10.824,3,0.2,Tokyo
AMER,NAMER,Communications,Strategic,1295.78,2,0.0,San Francisco
EMEA,NOR,Manufacturing,SMB,19.456,4,0.2,Stockholm
AMER,NAMER,Finance,SMB,20.7,2,0.0,New York City
AMER,NAMER,Finance,SMB,1335.68,4,0.2,New York City
AMER,NAMER,Finance,SMB,32.4,5,0.0,New York City
AMER,NAMER,Tech,SMB,42.6,3,0.0,Los Angeles
AMER,NAMER,Tech,SMB,84.056,7,0.2,Los Angeles
EMEA,EU-WEST,Retail,SMB,13.0,5,0.2,Cologne
EMEA,EU-WEST,Retail,SMB,13.128,3,0.2,Cologne
AMER,NAMER,Finance,SMB,3.96,2,0.0,Toronto
AMER,NAMER,Finance,SMB,2.61,1,0.0,Toronto
AMER,NAMER,Finance,SMB,374.376,3,0.2,New York City
AMER,NAMER,Manufacturing,Strategic,91.84,8,0.0,Toronto
AMER,NAMER,Manufacturing,Strategic,81.088,7,0.2,Toronto
AMER,NAMER,Manufacturing,Strategic,19.44,3,0.0,Toronto
AMER,NAMER,Manufacturing,Strategic,451.152,3,0.2,Toronto
EMEA,UKIR,Tech,SMB,72.45,7,0.0,London
EMEA,UKIR,Tech,SMB,13.96,4,0.0,London
EMEA,UKIR,Tech,SMB,33.264,7,0.2,London
EMEA,UKIR,Tech,SMB,14.85,3,0.0,London
AMER,NAMER,Finance,SMB,8.82,3,0.0,Hamilton
AMER,NAMER,Finance,SMB,160.72,14,0.0,Jacksonville
AMER,NAMER,Finance,SMB,19.92,4,0.0,Jacksonville
AMER,NAMER,Finance,SMB,7.3,2,0.0,Jacksonville
APJ,ANZ,Manufacturing,SMB,69.712,2,0.2,Sydney
APJ,ANZ,Manufacturing,SMB,8.792,1,0.6,Sydney
AMER,NAMER,Healthcare,SMB,51.52,4,0.0,New York City
EMEA,EU-EAST,Healthcare,SMB,470.376,3,0.2,Moscow
EMEA,EU-EAST,Healthcare,SMB,105.584,2,0.2,Moscow
EMEA,EU-EAST,Healthcare,SMB,31.152,3,0.2,Moscow
EMEA,EU-EAST,Healthcare,SMB,6.783,7,0.7,Moscow
EMEA,EU-EAST,Healthcare,SMB,406.368,4,0.2,Moscow
EMEA,UKIR,Finance,SMB,70.98,1,0.0,Dublin
EMEA,UKIR,Finance,SMB,294.93,3,0.0,Dublin
EMEA,EU-WEST,Manufacturing,SMB,84.784,2,0.2,Brussels
EMEA,EU-WEST,Manufacturing,SMB,20.736,4,0.2,Brussels
EMEA,EU-WEST,Manufacturing,SMB,16.821,3,0.7,Brussels
EMEA,EU-WEST,Manufacturing,SMB,10.368,2,0.2,Brussels
APJ,JAPN,Tech,SMB,9.344,2,0.2,Kanagawa
APJ,JAPN,Tech,SMB,31.2,3,0.2,Kanagawa
AMER,NAMER,Tech,SMB,76.12,2,0.0,Seattle
AMER,NAMER,Tech,SMB,1199.976,3,0.2,Seattle
AMER,NAMER,Tech,SMB,445.96,5,0.2,Seattle
AMER,NAMER,Tech,SMB,327.76,8,0.0,Seattle
EMEA,EU-WEST,Healthcare,SMB,11.632,2,0.2,Paris
EMEA,EU-WEST,Finance,SMB,143.982,3,0.4,Paris
EMEA,EU-WEST,Finance,SMB,494.376,4,0.4,Paris
EMEA,EU-WEST,Finance,SMB,5.84,2,0.2,Paris
EMEA,EU-WEST,Manufacturing,SMB,142.776,1,0.2,Cologne
EMEA,EU-WEST,Manufacturing,SMB,45.696,3,0.2,Cologne
EMEA,EU-WEST,Manufacturing,SMB,7.218,3,0.7,Cologne
EMEA,EU-WEST,Manufacturing,SMB,43.188,4,0.7,Cologne
EMEA,EU-WEST,Manufacturing,SMB,131.904,3,0.2,Cologne
EMEA,EU-WEST,Consumer Products,SMB,3.282,2,0.7,Paris
EMEA,EU-WEST,Consumer Products,SMB,21.168,9,0.2,Paris
EMEA,EU-WEST,Consumer Products,SMB,55.188,2,0.4,Paris
APJ,JAPN,Finance,Strategic,369.576,3,0.2,Aichi
APJ,JAPN,Finance,Strategic,15.712,4,0.2,Aichi
EMEA,EU-WEST,Healthcare,Strategic,8.448,2,0.2,Paris
EMEA,EU-WEST,Healthcare,Strategic,728.946,9,0.4,Paris
AMER,LATAM,Manufacturing,SMB,119.94,10,0.4,Guadalajara
AMER,LATAM,Manufacturing,SMB,3.648,2,0.7,Guadalajara
EMEA,UKIR,Tech,Strategic,40.48,2,0.0,London
EMEA,UKIR,Tech,Strategic,9.94,2,0.0,London
EMEA,UKIR,Tech,Strategic,107.424,9,0.2,London
EMEA,UKIR,Tech,Strategic,37.91,1,0.0,London
EMEA,UKIR,Tech,Strategic,88.02,3,0.0,London
APJ,ANZ,Consumer Products,SMB,8.69,5,0.8,Sydney
AMER,LATAM,Healthcare,Strategic,301.96,2,0.0,São Paulo
AMER,LATAM,Healthcare,Strategic,555.21,5,0.1,São Paulo
AMER,LATAM,Healthcare,Strategic,523.48,4,0.0,São Paulo
AMER,LATAM,Healthcare,Strategic,161.82,9,0.0,São Paulo
EMEA,UKIR,Finance,Enterprise,35.56,7,0.0,London
AMER,NAMER,Retail,SMB,97.16,2,0.0,Toronto
AMER,NAMER,Communications,SMB,15.24,5,0.2,Los Angeles
AMER,NAMER,Communications,SMB,13.23,3,0.0,Los Angeles
EMEA,EU-EAST,Energy,SMB,243.384,3,0.2,Moscow
EMEA,EU-EAST,Energy,SMB,119.8,5,0.2,Moscow
EMEA,EU-EAST,Energy,SMB,300.768,4,0.2,Moscow
EMEA,EU-WEST,Tech,SMB,17.88,3,0.2,Hamburg
EMEA,EU-WEST,Tech,SMB,235.944,3,0.2,Hamburg
EMEA,NOR,Manufacturing,Strategic,392.94,3,0.0,Tampere
EMEA,EU-EAST,Manufacturing,SMB,18.882,3,0.7,Moscow
EMEA,EU-EAST,Manufacturing,SMB,122.328,3,0.2,Moscow
AMER,NAMER,Consumer Products,Enterprise,1049.2,5,0.0,Miami
AMER,NAMER,Consumer Products,Enterprise,15.424,4,0.2,Miami
EMEA,EU-WEST,Finance,Strategic,18.84,3,0.0,Luxembourg
AMER,NAMER,Healthcare,SMB,330.4,2,0.0,Yonkers
AMER,NAMER,Healthcare,SMB,26.25,7,0.0,Yonkers
AMER,LATAM,Communications,SMB,132.52,4,0.0,Manaus
AMER,LATAM,Healthcare,Enterprise,6.48,1,0.0,Rosario
APJ,IND,Healthcare,Enterprise,209.3,2,0.0,Mumbai
AMER,LATAM,Retail,Strategic,31.56,5,0.2,Puente Alto
AMER,LATAM,Retail,Strategic,30.144,2,0.2,Puente Alto
AMER,NAMER,Energy,Strategic,14.8,4,0.0,Ottawa
AMER,NAMER,Energy,Strategic,302.376,3,0.2,Ottawa
AMER,NAMER,Energy,Strategic,316.0,4,0.0,Ottawa
EMEA,UKIR,Transportation,Enterprise,379.4,10,0.0,London
EMEA,UKIR,Tech,Strategic,97.82,2,0.0,London
EMEA,UKIR,Tech,Strategic,103.12,8,0.0,London
AMER,LATAM,Consumer Products,SMB,113.552,2,0.2,Mexico City
AMER,LATAM,Consumer Products,SMB,3.318,2,0.7,Mexico City
AMER,LATAM,Consumer Products,SMB,134.288,2,0.2,Mexico City
APJ,ANZ,Consumer Products,Enterprise,701.372,2,0.3,Melbourne
APJ,ANZ,Consumer Products,Enterprise,2.308,2,0.8,Melbourne
APJ,JAPN,Consumer Products,SMB,999.432,7,0.2,Hyogo
APJ,JAPN,Consumer Products,SMB,724.08,14,0.2,Hyogo
APJ,JAPN,Consumer Products,SMB,918.785,5,0.3,Hyogo
APJ,JAPN,Consumer Products,SMB,2.724,3,0.8,Hyogo
EMEA,UKIR,Healthcare,Strategic,459.95,5,0.0,London
EMEA,UKIR,Retail,SMB,10.74,3,0.0,Dublin
APJ,JAPN,Tech,Strategic,23.76,3,0.2,Aichi
APJ,JAPN,Tech,Strategic,85.056,3,0.2,Aichi
APJ,JAPN,Tech,Strategic,381.576,3,0.2,Aichi
AMER,LATAM,Consumer Products,SMB,30.36,5,0.2,Tijuana
APJ,ANZ,Finance,Enterprise,23.976,3,0.6,Sydney
APJ,ANZ,Finance,Enterprise,108.925,1,0.5,Sydney
APJ,ANZ,Finance,Enterprise,36.352,8,0.2,Sydney
APJ,ANZ,Consumer Products,SMB,19.56,5,0.2,Wollongong
APJ,IND,Retail,SMB,61.44,3,0.0,Mumbai
APJ,IND,Retail,SMB,38.9,5,0.0,Mumbai
APJ,IND,Retail,SMB,99.39,3,0.0,Mumbai
APJ,JAPN,Misc,SMB,2.688,3,0.8,Hyogo
APJ,JAPN,Misc,SMB,27.816,3,0.2,Hyogo
APJ,JAPN,Misc,SMB,82.524,3,0.6,Hyogo
APJ,JAPN,Misc,SMB,182.994,3,0.8,Hyogo
EMEA,UKIR,Finance,SMB,14.352,3,0.2,London
EMEA,UKIR,Finance,SMB,64.96,2,0.0,London
EMEA,UKIR,Finance,SMB,68.6,4,0.0,London
EMEA,NOR,Retail,Strategic,7999.98,4,0.5,Gothenburg
EMEA,NOR,Retail,Strategic,167.44,2,0.2,Gothenburg
EMEA,EU-EAST,Finance,SMB,479.97,3,0.0,Kyiv
EMEA,EU-EAST,Finance,SMB,14.62,2,0.0,Kyiv
EMEA,EU-EAST,Finance,SMB,19.44,3,0.0,Kyiv
EMEA,UKIR,Tech,SMB,191.984,2,0.2,London
EMEA,EU-WEST,Manufacturing,SMB,104.01,1,0.0,Madrid
EMEA,EU-WEST,Manufacturing,SMB,284.82,1,0.0,Madrid
EMEA,EU-WEST,Manufacturing,SMB,36.84,3,0.0,Madrid
AMER,NAMER,Tech,SMB,166.24,1,0.0,New York City
AMER,NAMER,Tech,SMB,33.4,5,0.0,New York City
EMEA,EU-WEST,Manufacturing,Enterprise,198.272,8,0.2,Lyon
EMEA,EU-WEST,Manufacturing,Enterprise,47.36,4,0.2,Lyon
EMEA,EU-WEST,Manufacturing,Enterprise,200.984,7,0.2,Lyon
EMEA,EU-WEST,Manufacturing,Enterprise,97.696,4,0.2,Lyon
EMEA,EU-WEST,Manufacturing,Enterprise,2.696,1,0.2,Lyon
EMEA,EU-WEST,Manufacturing,Enterprise,18.588,2,0.7,Lyon
EMEA,EU-WEST,Manufacturing,Enterprise,4.896,3,0.7,Lyon
AMER,LATAM,Energy,Strategic,15.072,3,0.2,Tijuana
AMER,NAMER,Finance,Strategic,209.88,3,0.0,Toronto
AMER,NAMER,Finance,SMB,369.912,3,0.2,Jacksonville
EMEA,NOR,Consumer Products,Strategic,10.368,2,0.2,Gothenburg
EMEA,NOR,Consumer Products,Strategic,166.84,5,0.2,Gothenburg
EMEA,NOR,Consumer Products,Strategic,15.216,1,0.2,Gothenburg
EMEA,UKIR,Consumer Products,SMB,119.96,4,0.0,London
EMEA,UKIR,Consumer Products,SMB,883.92,5,0.2,London
EMEA,UKIR,Consumer Products,SMB,46.72,8,0.2,London
EMEA,UKIR,Manufacturing,Enterprise,55.48,1,0.0,London
EMEA,EU-WEST,Communications,SMB,24.448,4,0.2,Leipzig
EMEA,UKIR,Manufacturing,Strategic,281.34,6,0.0,Edinburgh
EMEA,UKIR,Manufacturing,Strategic,307.98,2,0.0,Edinburgh
EMEA,UKIR,Manufacturing,Strategic,299.97,3,0.0,Edinburgh
AMER,NAMER,Energy,Strategic,19.92,5,0.2,Toronto
APJ,APAC,Finance,SMB,9.94,2,0.0,Davao City
AMER,LATAM,Retail,SMB,103.056,3,0.2,Monterrey
EMEA,MEA,Communications,Enterprise,59.808,3,0.2,Istanbul
EMEA,MEA,Communications,Enterprise,73.32,6,0.0,Istanbul
AMER,NAMER,Retail,Enterprise,146.82,3,0.0,New York City
AMER,LATAM,Communications,Strategic,1652.94,3,0.0,São Paulo
AMER,LATAM,Communications,Strategic,296.37,3,0.0,São Paulo
EMEA,EU-WEST,Retail,Enterprise,129.92,5,0.2,Paris
EMEA,EU-WEST,Finance,Strategic,45.584,7,0.2,Hanover
APJ,JAPN,Manufacturing,SMB,17.568,2,0.2,Chiba
APJ,JAPN,Manufacturing,SMB,55.992,1,0.2,Chiba
EMEA,UKIR,Energy,SMB,182.72,8,0.0,Leeds
EMEA,UKIR,Energy,SMB,400.032,2,0.4,Leeds
EMEA,UKIR,Energy,SMB,33.63,3,0.0,Leeds
EMEA,UKIR,Energy,SMB,542.646,3,0.1,Leeds
EMEA,UKIR,Energy,SMB,6.3,2,0.0,Leeds
AMER,NAMER,Retail,Enterprise,242.94,3,0.0,Toronto
AMER,NAMER,Retail,Enterprise,179.97,3,0.0,Toronto
AMER,NAMER,Retail,Enterprise,99.696,6,0.2,Toronto
AMER,NAMER,Retail,Enterprise,27.936,4,0.2,Toronto
AMER,NAMER,Retail,Enterprise,84.98,1,0.0,Toronto
AMER,NAMER,Retail,Enterprise,18.72,5,0.2,Toronto
AMER,NAMER,Finance,SMB,49.98,2,0.0,Los Angeles
APJ,ANZ,Retail,Enterprise,11.784,3,0.2,Wollongong
APJ,ANZ,Retail,Enterprise,272.736,3,0.2,Wollongong
APJ,ANZ,Retail,Enterprise,3.54,2,0.8,Wollongong
APJ,JAPN,Communications,SMB,51.52,5,0.2,Aichi
APJ,JAPN,Communications,SMB,3.528,1,0.2,Aichi
APJ,JAPN,Communications,SMB,4.624,1,0.2,Aichi
APJ,JAPN,Communications,SMB,55.168,4,0.2,Aichi
AMER,NAMER,Manufacturing,Strategic,567.12,10,0.2,Seattle
AMER,NAMER,Manufacturing,Strategic,359.32,4,0.0,Seattle
APJ,ANZ,Manufacturing,SMB,11.992,1,0.2,Brisbane
AMER,LATAM,Transportation,SMB,58.05,3,0.0,Belo Horizonte
AMER,LATAM,Transportation,SMB,157.74,11,0.0,Belo Horizonte
AMER,LATAM,Transportation,SMB,56.98,7,0.0,Belo Horizonte
AMER,LATAM,Transportation,SMB,2.88,1,0.0,Belo Horizonte
AMER,NAMER,Energy,Strategic,1199.976,3,0.2,Los Angeles
AMER,NAMER,Tech,SMB,79.92,4,0.0,New York City
EMEA,EU-WEST,Finance,Strategic,383.438,4,0.45,Berlin
EMEA,EU-WEST,Communications,SMB,24.56,2,0.0,Luxembourg
EMEA,EU-WEST,Communications,SMB,119.8,4,0.0,Luxembourg
EMEA,UKIR,Finance,Strategic,13.128,3,0.2,London
EMEA,EU,Energy,Strategic,22.72,4,0.0,Genoa
AMER,NAMER,Consumer Products,SMB,58.32,9,0.0,New York City
EMEA,NOR,Finance,Strategic,12.39,3,0.0,Helsinki
AMER,LATAM,Finance,SMB,107.982,3,0.4,Mexico City
EMEA,EU-EAST,Tech,Strategic,11.36,2,0.0,Ostrava
EMEA,EU-EAST,Tech,Strategic,50.94,3,0.0,Ostrava
EMEA,EU-EAST,Tech,Strategic,646.74,6,0.0,Ostrava
EMEA,EU-EAST,Tech,Strategic,5.64,3,0.0,Ostrava
EMEA,EU-EAST,Tech,Strategic,572.58,6,0.0,Ostrava
EMEA,EU-WEST,Consumer Products,Strategic,310.88,2,0.2,Leipzig
EMEA,EU-WEST,Healthcare,SMB,641.96,2,0.0,Madrid
EMEA,EU-WEST,Finance,Strategic,18.28,2,0.0,Amsterdam
EMEA,EU-WEST,Finance,Strategic,207.0,3,0.0,Amsterdam
EMEA,EU-WEST,Finance,Strategic,32.35,5,0.0,Amsterdam
EMEA,EU-WEST,Finance,Strategic,7.71,1,0.0,Amsterdam
EMEA,EU-WEST,Finance,Strategic,40.3,2,0.0,Amsterdam
EMEA,EU-WEST,Finance,Strategic,34.58,7,0.0,Amsterdam
AMER,LATAM,Finance,SMB,32.76,7,0.2,Guadalajara
AMER,NAMER,Manufacturing,Enterprise,544.008,3,0.2,Los Angeles
AMER,NAMER,Manufacturing,Enterprise,59.94,3,0.0,Los Angeles
AMER,NAMER,Manufacturing,Enterprise,23.92,4,0.0,Los Angeles
AMER,NAMER,Manufacturing,Enterprise,4.28,1,0.0,Los Angeles
AMER,LATAM,Transportation,SMB,32.07,5,0.7,Mexico City
AMER,LATAM,Transportation,SMB,24.0,2,0.2,Mexico City
AMER,LATAM,Transportation,SMB,35.49,1,0.5,Mexico City
AMER,LATAM,Transportation,SMB,47.984,2,0.2,Mexico City
AMER,LATAM,Retail,Strategic,186.69,3,0.0,Bogotá
AMER,NAMER,Retail,SMB,17.456,2,0.2,Roswell
AMER,NAMER,Tech,SMB,348.928,2,0.2,Roswell
EMEA,EU-WEST,Energy,SMB,143.96,4,0.0,Murcia
EMEA,EU-WEST,Energy,SMB,15.42,1,0.0,Murcia
EMEA,EU-WEST,Energy,SMB,43.04,8,0.0,Murcia
EMEA,EU-WEST,Energy,SMB,332.94,3,0.0,Murcia
EMEA,NOR,Retail,SMB,1363.96,5,0.2,Stockholm
AMER,NAMER,Retail,SMB,9.96,2,0.0,Los Angeles
AMER,NAMER,Retail,SMB,21.72,4,0.0,Los Angeles
EMEA,EU-WEST,Energy,SMB,20.16,7,0.0,Luxembourg
EMEA,UKIR,Healthcare,Strategic,132.79,7,0.0,Liverpool
EMEA,UKIR,Healthcare,Strategic,12.96,2,0.0,Liverpool
EMEA,UKIR,Healthcare,Strategic,21.56,7,0.0,Liverpool
AMER,NAMER,Communications,SMB,283.92,5,0.2,Baltimore
AMER,NAMER,Energy,Strategic,22.23,1,0.0,Seattle
AMER,NAMER,Energy,Strategic,215.968,2,0.2,Seattle
EMEA,UKIR,Energy,Strategic,355.32,9,0.0,London
EMEA,EU-EAST,Energy,Strategic,12.96,2,0.0,Brno
AMER,NAMER,Manufacturing,SMB,18.28,2,0.0,Los Angeles
